feature,exog_lag,target_lags,AIC,BIC,selected_ic,selected_score,nobs,rank_within_feature,selected_for_ffnn_grid,combo_rank,combo_score_sum,exog_lags,lag_spec,component
__ffnn_combo__,,"(1, 12)",,,aic,,,,,149.0,-517.2309177694391,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (5,), 'Import_CN': (1,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[5], Import_CN:[1], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,150.0,-516.9965634026921,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (5,), 'Import_CN': (1,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[5], Import_CN:[1], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,151.0,-516.4779407120378,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (5,), 'Import_CN': (3,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[5], Import_CN:[3], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,152.0,-516.4555875448882,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (5,), 'Import_CN': (3,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[5], Import_CN:[3], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,153.0,-516.2212331781413,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (5,), 'Import_CN': (3,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[5], Import_CN:[3], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,154.0,-518.81839574472,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (3,), 'Import_CN': (2,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[3], Import_CN:[2], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,155.0,-518.7960425775705,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (3,), 'Import_CN': (2,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[3], Import_CN:[2], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,156.0,-518.5616882108235,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (3,), 'Import_CN': (2,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[3], Import_CN:[2], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,157.0,-516.662316453115,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (3,), 'Import_CN': (1,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[3], Import_CN:[1], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,158.0,-516.6399632859655,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (3,), 'Import_CN': (1,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[3], Import_CN:[1], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,159.0,-516.4056089192185,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (3,), 'Import_CN': (1,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[3], Import_CN:[1], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,160.0,-515.8869862285642,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (3,), 'Import_CN': (3,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[3], Import_CN:[3], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,161.0,-515.8646330614146,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (3,), 'Import_CN': (3,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[3], Import_CN:[3], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,162.0,-515.6302786946676,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (3,), 'Import_CN': (3,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[3], Import_CN:[3], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,163.0,-523.652669307659,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (6,), 'Import_CN': (2,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[6], Import_CN:[2], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,164.0,-523.6303161405095,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (6,), 'Import_CN': (2,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[6], Import_CN:[2], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,165.0,-523.3959617737626,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (6,), 'Import_CN': (2,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[6], Import_CN:[2], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,166.0,-521.496590016054,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (6,), 'Import_CN': (1,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[6], Import_CN:[1], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,167.0,-521.4742368489045,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (6,), 'Import_CN': (1,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[6], Import_CN:[1], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,168.0,-521.2398824821576,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (6,), 'Import_CN': (1,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[6], Import_CN:[1], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,169.0,-520.7212597915033,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (6,), 'Import_CN': (3,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[6], Import_CN:[3], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,170.0,-520.6989066243536,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (6,), 'Import_CN': (3,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[6], Import_CN:[3], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,171.0,-520.4645522576067,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (6,), 'Import_CN': (3,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[6], Import_CN:[3], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,172.0,-521.6897955581285,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (5,), 'Import_CN': (2,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[5], Import_CN:[2], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,173.0,-521.667442390979,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (5,), 'Import_CN': (2,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[5], Import_CN:[2], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,174.0,-521.433088024232,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (5,), 'Import_CN': (2,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[5], Import_CN:[2], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,175.0,-519.5337162665235,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (5,), 'Import_CN': (1,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[5], Import_CN:[1], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,176.0,-519.511363099374,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (5,), 'Import_CN': (1,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[5], Import_CN:[1], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,177.0,-519.277008732627,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (5,), 'Import_CN': (1,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[5], Import_CN:[1], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,178.0,-518.7583860419727,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (5,), 'Import_CN': (3,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[5], Import_CN:[3], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,179.0,-518.7360328748231,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (5,), 'Import_CN': (3,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[5], Import_CN:[3], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,180.0,-518.5016785080761,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (5,), 'Import_CN': (3,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[5], Import_CN:[3], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,181.0,-521.0988410746548,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (3,), 'Import_CN': (2,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[3], Import_CN:[2], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,182.0,-521.0764879075052,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (3,), 'Import_CN': (2,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[3], Import_CN:[2], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,183.0,-520.8421335407583,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (3,), 'Import_CN': (2,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[3], Import_CN:[2], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,184.0,-518.9427617830498,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (3,), 'Import_CN': (1,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[3], Import_CN:[1], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,185.0,-518.9204086159002,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (3,), 'Import_CN': (1,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[3], Import_CN:[1], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,186.0,-518.6860542491532,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (3,), 'Import_CN': (1,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[3], Import_CN:[1], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,187.0,-518.167431558499,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (3,), 'Import_CN': (3,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[3], Import_CN:[3], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,188.0,-518.1450783913494,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (3,), 'Import_CN': (3,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[3], Import_CN:[3], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,189.0,-517.9107240246025,"{'US_Retail': (6,), 'PCE': (1,), 'US_Sentiment': (3,), 'Import_CN': (3,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[6], PCE:[1], US_Sentiment:[3], Import_CN:[3], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,190.0,-522.6271393492805,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (6,), 'Import_CN': (2,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[6], Import_CN:[2], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,191.0,-522.6047861821309,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (6,), 'Import_CN': (2,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[6], Import_CN:[2], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,192.0,-522.3704318153839,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (6,), 'Import_CN': (2,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[6], Import_CN:[2], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,193.0,-520.4710600576755,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (6,), 'Import_CN': (1,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[6], Import_CN:[1], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,194.0,-520.4487068905258,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (6,), 'Import_CN': (1,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[6], Import_CN:[1], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,195.0,-520.2143525237789,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (6,), 'Import_CN': (1,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[6], Import_CN:[1], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,196.0,-519.6957298331246,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (6,), 'Import_CN': (3,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[6], Import_CN:[3], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,197.0,-519.673376665975,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (6,), 'Import_CN': (3,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[6], Import_CN:[3], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,198.0,-519.4390222992281,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (6,), 'Import_CN': (3,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[6], Import_CN:[3], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,199.0,-520.6642655997499,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (5,), 'Import_CN': (2,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[5], Import_CN:[2], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,200.0,-520.6419124326003,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (5,), 'Import_CN': (2,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[5], Import_CN:[2], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,201.0,-520.4075580658533,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (5,), 'Import_CN': (2,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[5], Import_CN:[2], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,202.0,-518.5081863081449,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (5,), 'Import_CN': (1,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[5], Import_CN:[1], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,203.0,-518.4858331409953,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (5,), 'Import_CN': (1,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[5], Import_CN:[1], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,204.0,-518.2514787742483,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (5,), 'Import_CN': (1,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[5], Import_CN:[1], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,205.0,-517.732856083594,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (5,), 'Import_CN': (3,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[5], Import_CN:[3], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,206.0,-517.7105029164445,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (5,), 'Import_CN': (3,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[5], Import_CN:[3], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,207.0,-517.4761485496975,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (5,), 'Import_CN': (3,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[5], Import_CN:[3], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,208.0,-520.0733111162762,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (3,), 'Import_CN': (2,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[3], Import_CN:[2], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,209.0,-520.0509579491267,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (3,), 'Import_CN': (2,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[3], Import_CN:[2], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,210.0,-519.8166035823797,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (3,), 'Import_CN': (2,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[3], Import_CN:[2], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,211.0,-517.9172318246711,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (3,), 'Import_CN': (1,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[3], Import_CN:[1], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,212.0,-517.8948786575216,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (3,), 'Import_CN': (1,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[3], Import_CN:[1], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,213.0,-517.6605242907747,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (3,), 'Import_CN': (1,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[3], Import_CN:[1], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,214.0,-517.1419016001204,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (3,), 'Import_CN': (3,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[3], Import_CN:[3], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,215.0,-517.1195484329708,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (3,), 'Import_CN': (3,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[3], Import_CN:[3], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,216.0,-516.8851940662238,"{'US_Retail': (6,), 'PCE': (3,), 'US_Sentiment': (3,), 'Import_CN': (3,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[6], PCE:[3], US_Sentiment:[3], Import_CN:[3], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,217.0,-521.1370029482164,"{'US_Retail': (6,), 'PCE': (2,), 'US_Sentiment': (6,), 'Import_CN': (2,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[6], PCE:[2], US_Sentiment:[6], Import_CN:[2], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,218.0,-521.1146497810669,"{'US_Retail': (6,), 'PCE': (2,), 'US_Sentiment': (6,), 'Import_CN': (2,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[6], PCE:[2], US_Sentiment:[6], Import_CN:[2], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,219.0,-520.8802954143199,"{'US_Retail': (6,), 'PCE': (2,), 'US_Sentiment': (6,), 'Import_CN': (2,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[6], PCE:[2], US_Sentiment:[6], Import_CN:[2], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,220.0,-518.9809236566114,"{'US_Retail': (6,), 'PCE': (2,), 'US_Sentiment': (6,), 'Import_CN': (1,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[6], PCE:[2], US_Sentiment:[6], Import_CN:[1], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,221.0,-518.9585704894619,"{'US_Retail': (6,), 'PCE': (2,), 'US_Sentiment': (6,), 'Import_CN': (1,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[6], PCE:[2], US_Sentiment:[6], Import_CN:[1], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,222.0,-518.7242161227149,"{'US_Retail': (6,), 'PCE': (2,), 'US_Sentiment': (6,), 'Import_CN': (1,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[6], PCE:[2], US_Sentiment:[6], Import_CN:[1], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,223.0,-518.2055934320606,"{'US_Retail': (6,), 'PCE': (2,), 'US_Sentiment': (6,), 'Import_CN': (3,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[6], PCE:[2], US_Sentiment:[6], Import_CN:[3], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,224.0,-518.183240264911,"{'US_Retail': (6,), 'PCE': (2,), 'US_Sentiment': (6,), 'Import_CN': (3,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[6], PCE:[2], US_Sentiment:[6], Import_CN:[3], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,225.0,-517.948885898164,"{'US_Retail': (6,), 'PCE': (2,), 'US_Sentiment': (6,), 'Import_CN': (3,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[6], PCE:[2], US_Sentiment:[6], Import_CN:[3], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,226.0,-519.1741291986859,"{'US_Retail': (6,), 'PCE': (2,), 'US_Sentiment': (5,), 'Import_CN': (2,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[6], PCE:[2], US_Sentiment:[5], Import_CN:[2], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,227.0,-519.1517760315363,"{'US_Retail': (6,), 'PCE': (2,), 'US_Sentiment': (5,), 'Import_CN': (2,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[6], PCE:[2], US_Sentiment:[5], Import_CN:[2], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,228.0,-518.9174216647893,"{'US_Retail': (6,), 'PCE': (2,), 'US_Sentiment': (5,), 'Import_CN': (2,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[6], PCE:[2], US_Sentiment:[5], Import_CN:[2], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,229.0,-517.0180499070809,"{'US_Retail': (6,), 'PCE': (2,), 'US_Sentiment': (5,), 'Import_CN': (1,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[6], PCE:[2], US_Sentiment:[5], Import_CN:[1], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,230.0,-516.9956967399313,"{'US_Retail': (6,), 'PCE': (2,), 'US_Sentiment': (5,), 'Import_CN': (1,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[6], PCE:[2], US_Sentiment:[5], Import_CN:[1], USD_VND:[6]",raw_no_vmd
