component,rank,lag_spec,nobs,AIC,BIC,HQIC,resid_Ljung_Box_lag12_stat,resid_Ljung_Box_lag12_pvalue,resid_ARCH_LM_stat,resid_ARCH_LM_pvalue,resid_Jarque_Bera_stat,resid_Jarque_Bera_pvalue,resid_skewness,resid_kurtosis
VMD3,9,"target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[5], gold:[6], policy_rate:[2], VNINDEX:[6], NIKKEI225:[6], USDVND:[6]",239,-813.1957529319678,-771.4781903087896,-796.3847236023332,448.4811388069848,1.984706483961084e-88,155.1962893187853,4.990625835047833e-27,6.377224720817664,0.04122904231468354,0.11714365507509945,3.765179863330588
VMD3,10,"target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[5], gold:[2], policy_rate:[2], VNINDEX:[1], NIKKEI225:[6], USDVND:[6]",239,-817.2523582874176,-775.5347956642395,-800.441328957783,451.0747545584235,5.5842525595922334e-89,152.83284246593027,1.5083336124409806e-26,6.178882485140513,0.045527386064115674,0.11736899616484406,3.751911982847871
VMD3,11,"target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[5], gold:[6], policy_rate:[2], VNINDEX:[1], NIKKEI225:[3], USDVND:[6]",239,-812.4771593603505,-770.7595967371724,-795.6661300307159,445.8776680363003,7.086760813900496e-88,153.85634962568733,9.344216035147756e-27,5.571250320685913,0.06169051051262615,0.09057686610886279,3.725699265847751
VMD3,12,"target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[5], gold:[6], policy_rate:[2], VNINDEX:[1], NIKKEI225:[2], USDVND:[6]",239,-812.73250169866,-771.0149390754818,-795.9214723690254,448.76281231020084,1.7293738748093638e-88,153.97123751625483,8.855116462851467e-27,5.172750494217741,0.0752924626264395,0.09523786274601971,3.695095948895384
VMD3,13,"target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[5], gold:[3], policy_rate:[2], VNINDEX:[1], NIKKEI225:[6], USDVND:[6]",239,-810.7141156206148,-768.9965529974368,-793.9030862909802,440.0660275483951,1.2135857230105337e-86,154.9927303939888,5.489659725987987e-27,5.513056614264804,0.06351187979901246,0.1879305362814552,3.642137706264774
VMD3,14,"target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[5], gold:[6], policy_rate:[2], VNINDEX:[1], NIKKEI225:[6], USDVND:[4]",239,-820.0526645211505,-778.3351018979724,-803.2416351915159,430.8200964524992,1.1114864168409752e-84,144.65807177155455,6.853730925221549e-25,2.189676710088225,0.33459368795945904,0.12043722241166538,3.4023224522242836
VMD3,15,"target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[5], gold:[6], policy_rate:[2], VNINDEX:[1], NIKKEI225:[6], USDVND:[1]",239,-818.034059615603,-776.3164969924248,-801.2230302859684,435.0396576161936,1.4148273201926702e-85,146.79551840641494,2.5303572675306603e-25,1.64970298291514,0.4383000789377509,0.09552665223807577,3.3593872360481987
VMD3,16,"target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[5], gold:[6], policy_rate:[2], VNINDEX:[1], NIKKEI225:[6], USDVND:[6]",239,-810.8912444633095,-769.1736818401314,-794.0802151336749,441.07526312509435,7.410869114952538e-87,155.8014136765148,3.759164561638998e-27,11.67725993496181,0.0029128305659829592,0.14340218687524156,4.044200712273148
RES,1,"target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[6], gold:[6], policy_rate:[1], VNINDEX:[1], NIKKEI225:[1], USDVND:[3]",239,477.25801863281265,518.9755812559908,494.0690479624473,21.259965825277398,0.04670081894752278,23.826904042092796,0.021471965568755667,9.798860367663027,0.007450827463505048,0.12504916920135334,3.9599149959610673
RES,2,"target:[1, 12] | broad_money:[4], ppi_qoq:[2], wti:[6], gold:[6], policy_rate:[1], VNINDEX:[1], NIKKEI225:[1], USDVND:[3]",239,477.25801863281265,518.9755812559908,494.0690479624473,21.259965825277398,0.04670081894752278,23.826904042092796,0.021471965568755667,9.798860367663027,0.007450827463505048,0.12504916920135334,3.9599149959610673
RES,3,"target:[1, 12] | broad_money:[4], ppi_qoq:[3], wti:[6], gold:[6], policy_rate:[1], VNINDEX:[1], NIKKEI225:[1], USDVND:[3]",239,477.25801863281265,518.9755812559908,494.0690479624473,21.259965825277398,0.04670081894752278,23.826904042092796,0.021471965568755667,9.798860367663027,0.007450827463505048,0.12504916920135334,3.9599149959610673
RES,4,"target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[6], gold:[6], policy_rate:[1], VNINDEX:[1], NIKKEI225:[2], USDVND:[3]",239,477.2878957821706,519.0054584053487,494.0989251118053,21.36886610948833,0.04523297084869881,23.912965097452496,0.02090256054650526,9.785945339393086,0.007499096969943551,0.1225118344174001,3.9605480068424233
RES,5,"target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[6], gold:[4], policy_rate:[1], VNINDEX:[1], NIKKEI225:[1], USDVND:[3]",239,476.7857503141649,518.503312937343,493.59677964379955,21.089453507437714,0.04908578851203631,22.83557913171498,0.02915470053269052,9.776058798572944,0.0075362588089332395,0.12338727269491016,3.95958251587651
RES,6,"target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[6], gold:[5], policy_rate:[1], VNINDEX:[1], NIKKEI225:[1], USDVND:[3]",239,476.59209874270954,518.3096613658877,493.4031280723442,21.291196071542867,0.046275525521997325,23.573157408426663,0.023235866892690006,9.918637575505127,0.007017706752459939,0.11867992791426023,3.9693678940188546
RES,7,"target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[6], gold:[6], policy_rate:[1], VNINDEX:[3], NIKKEI225:[1], USDVND:[3]",239,476.76208050573075,518.479643128909,493.5731098353654,21.819820941596515,0.03958951112845342,23.80556373637525,0.02161537443154831,9.734721669506564,0.007693643313649065,0.10744365150184063,3.965074463064643
RES,8,"target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[6], gold:[6], policy_rate:[1], VNINDEX:[1], NIKKEI225:[1], USDVND:[1]",239,479.1295968058413,520.8471594290195,495.94062613547595,21.963438461643143,0.03793163026384693,24.20928706878503,0.01904776024204104,10.81330487223494,0.004486634395608051,0.15601341056884513,3.994230428752929
RES,9,"target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[6], gold:[6], policy_rate:[1], VNINDEX:[2], NIKKEI225:[1], USDVND:[3]",239,477.35764483792497,519.0752074611031,494.16867416755963,21.494096069010904,0.04359676457200667,23.890703052785536,0.021048490123227046,9.72516745384596,0.007730484604714102,0.11737531654646527,3.959936452776088
RES,10,"target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[6], gold:[6], policy_rate:[1], VNINDEX:[1], NIKKEI225:[1], USDVND:[4]",239,478.73198068294136,520.4495433061195,495.543010012576,21.28059851856844,0.04641944860032634,24.337524066220343,0.018293665638928768,10.115832605045966,0.0063587955243892815,0.1422786092397537,3.966872802316487
RES,11,"target:[1, 12] | broad_money:[5], ppi_qoq:[1], wti:[6], gold:[6], policy_rate:[1], VNINDEX:[1], NIKKEI225:[1], USDVND:[3]",239,476.741817594715,518.4593802178931,493.55284692434964,21.243551544075707,0.04692576301936448,23.574086478388715,0.023229170023627396,9.898015615802896,0.00709044051918957,0.14075017512856983,3.9563997822633317
RES,12,"target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[6], gold:[6], policy_rate:[1], VNINDEX:[1], NIKKEI225:[1], USDVND:[3]",239,476.3279413709115,518.0455039940896,493.13897070054617,20.955818276996308,0.0510311788805953,23.134010068593014,0.02660954489004188,10.257474493950545,0.005924036347413681,0.1460998855743126,3.9719354780374787
RES,13,"target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[6], gold:[6], policy_rate:[1], VNINDEX:[1], NIKKEI225:[5], USDVND:[3]",239,477.27007309501226,518.9876357181904,494.08110242464693,21.370995884171432,0.04520468517748104,23.849456091275574,0.021321375638041012,9.653118306348109,0.00801404899449312,0.12248218999612992,3.9535949060289037
RES,14,"target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[4], gold:[6], policy_rate:[1], VNINDEX:[1], NIKKEI225:[1], USDVND:[3]",239,477.67607077680907,519.3936333999873,494.48710010644373,20.867451615954483,0.05235543302140908,23.60978945981215,0.02297317069857357,9.938395555687665,0.0069487202166982134,0.10712643590011539,3.975752830892336
RES,15,"target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[3], gold:[6], policy_rate:[1], VNINDEX:[1], NIKKEI225:[1], USDVND:[3]",239,477.6655073289594,519.3830699521375,494.47653665859406,20.224455673587556,0.06295737219289266,23.347078146955784,0.02491977468597256,10.728005676823189,0.0046821267504871915,0.11412921676906747,4.012515363095862
RES,16,"target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[6], gold:[6], policy_rate:[2], VNINDEX:[1], NIKKEI225:[1], USDVND:[3]",239,479.4913102995685,521.2088729227467,496.3023396292032,22.188890787540686,0.03545653027749592,24.622060546310113,0.016718914507897375,9.526624929726681,0.008537283058238206,0.07162004452211806,3.967538529154637
