feature,target_lag,target_lags,target_lag_strategy,selected_ic,selected_for_target_lags,target_lag_selection_fallback,exog_lag,AIC,BIC,selected_score,nobs,rank_within_feature,selected_for_ffnn_grid,combo_rank,combo_score_sum,combo_source,lag_spec_strategy,exog_lags,lag_spec,component
__target_lag__,1.0,"(1, 12)",fixed,aic,True,False,,,,,,,,,,,,,,VMD1
__target_lag__,12.0,"(1, 12)",fixed,aic,True,False,,,,,,,,,,,,,,VMD1
broad_money,,"(1, 12)",,aic,,,1.0,-839.39824625664,-822.0159284969825,-839.39824625664,239.0,,False,,,,,,,VMD1
broad_money,,"(1, 12)",,aic,,,2.0,-839.3984911322826,-822.0161733726251,-839.3984911322826,239.0,,False,,,,,,,VMD1
broad_money,,"(1, 12)",,aic,,,3.0,-839.4172417270468,-822.0349239673892,-839.4172417270468,239.0,,False,,,,,,,VMD1
broad_money,,"(1, 12)",,aic,,,4.0,-839.458535621178,-822.0762178615205,-839.458535621178,239.0,3.0,True,,,,,,,VMD1
broad_money,,"(1, 12)",,aic,,,5.0,-839.518206485148,-822.1358887254904,-839.518206485148,239.0,2.0,True,,,,,,,VMD1
broad_money,,"(1, 12)",,aic,,,6.0,-839.5807737834779,-822.1984560238203,-839.5807737834779,239.0,1.0,True,,,,,,,VMD1
ppi_qoq,,"(1, 12)",,aic,,,1.0,-839.220681405862,-821.8383636462045,-839.220681405862,239.0,1.0,True,,,,,,,VMD1
ppi_qoq,,"(1, 12)",,aic,,,2.0,-839.220681405862,-821.8383636462045,-839.220681405862,239.0,2.0,True,,,,,,,VMD1
ppi_qoq,,"(1, 12)",,aic,,,3.0,-839.220681405862,-821.8383636462045,-839.220681405862,239.0,3.0,True,,,,,,,VMD1
ppi_qoq,,"(1, 12)",,aic,,,4.0,-839.220681405862,-821.8383636462045,-839.220681405862,239.0,,False,,,,,,,VMD1
ppi_qoq,,"(1, 12)",,aic,,,5.0,-839.220681405862,-821.8383636462045,-839.220681405862,239.0,,False,,,,,,,VMD1
ppi_qoq,,"(1, 12)",,aic,,,6.0,-839.220681405862,-821.8383636462045,-839.220681405862,239.0,,False,,,,,,,VMD1
wti,,"(1, 12)",,aic,,,1.0,-839.668140420284,-822.2858226606264,-839.668140420284,239.0,,False,,,,,,,VMD1
wti,,"(1, 12)",,aic,,,2.0,-839.6944399724111,-822.3121222127536,-839.6944399724111,239.0,,False,,,,,,,VMD1
wti,,"(1, 12)",,aic,,,3.0,-839.7414559209785,-822.359138161321,-839.7414559209785,239.0,,False,,,,,,,VMD1
wti,,"(1, 12)",,aic,,,4.0,-839.7962007392551,-822.4138829795976,-839.7962007392551,239.0,3.0,True,,,,,,,VMD1
wti,,"(1, 12)",,aic,,,5.0,-839.8399726781337,-822.4576549184761,-839.8399726781337,239.0,2.0,True,,,,,,,VMD1
wti,,"(1, 12)",,aic,,,6.0,-839.8578120707369,-822.4754943110794,-839.8578120707369,239.0,1.0,True,,,,,,,VMD1
gold,,"(1, 12)",,aic,,,1.0,-839.3159845254272,-821.9336667657697,-839.3159845254272,239.0,,False,,,,,,,VMD1
gold,,"(1, 12)",,aic,,,2.0,-839.3200846766498,-821.9377669169922,-839.3200846766498,239.0,,False,,,,,,,VMD1
gold,,"(1, 12)",,aic,,,3.0,-839.329378797002,-821.9470610373445,-839.329378797002,239.0,,False,,,,,,,VMD1
gold,,"(1, 12)",,aic,,,4.0,-839.3436840043411,-821.9613662446835,-839.3436840043411,239.0,3.0,True,,,,,,,VMD1
gold,,"(1, 12)",,aic,,,5.0,-839.3616352603357,-821.9793175006781,-839.3616352603357,239.0,2.0,True,,,,,,,VMD1
gold,,"(1, 12)",,aic,,,6.0,-839.3806413184257,-821.9983235587681,-839.3806413184257,239.0,1.0,True,,,,,,,VMD1
policy_rate,,"(1, 12)",,aic,,,1.0,-839.6727307522142,-822.2904129925566,-839.6727307522142,239.0,1.0,True,,,,,,,VMD1
policy_rate,,"(1, 12)",,aic,,,2.0,-839.6381475657769,-822.2558298061193,-839.6381475657769,239.0,2.0,True,,,,,,,VMD1
policy_rate,,"(1, 12)",,aic,,,3.0,-839.6060487404444,-822.2237309807869,-839.6060487404444,239.0,,False,,,,,,,VMD1
policy_rate,,"(1, 12)",,aic,,,4.0,-839.5882122711469,-822.2058945114893,-839.5882122711469,239.0,,False,,,,,,,VMD1
policy_rate,,"(1, 12)",,aic,,,5.0,-839.5906010805624,-822.2082833209048,-839.5906010805624,239.0,,False,,,,,,,VMD1
